Question_ID,Question,KC,label
1414,"Question: Ten years ago, the sum of the ages of two sons was one-third of their father's age. One son is two years older than the other and sum of their present ages is 14 years less than the father's present age. Find the present ages of all.
Solution: 21 (years old)
Steps: x:A age of one of sons; y:The age of the father; x+(x+2)=y/3; x+(x+2)=y-14",7.EE.B.4,43
1414,"Question: Ten years ago, the sum of the ages of two sons was one-third of their father's age. One son is two years older than the other and sum of their present ages is 14 years less than the father's present age. Find the present ages of all.
Solution: 21 (years old)
Steps: x:A age of one of sons; y:The age of the father; x+(x+2)=y/3; x+(x+2)=y-14",8.EE.C.8,47
1108,"Question: Rose bought a blouse at a discount of 18% for 147.60. What was the marked price of the blouse?
Solution: 180 (dollars)
Steps: 147.6/(1-0.18)=180",4.MD.A.2,21
1237,"Question: A pizza store had 11 pieces of pepperoni to put on their pizzas. If each pizza got 2 pieces, how many extra pieces of pepperoni would they have?
Solution: 1 (pieces of pepperoni)
Steps: 11/2=5 r1",4.NBT.B.6,26
2192,"Question: Chloe and her friends were recycling paper for their class. For every six pounds they recycled they earned 1 point. If Chloe recycled twenty-eight pounds and her friends recycled two pounds, how many points did they earn?
Solution: 5 (points)
Steps: (28+2)/6=5",3.OA.D.8,19
1538,"Question: Tom has to sell eight hundred forty-nine chocolate bars to win a trip. If each box contains five chocolate bars, how many boxes will he need to sell to win the trip?
Solution: 170 (boxes)
Steps: 849/5=169 r4",4.NBT.B.6,26
1008,"Question: 52 children and 29 adults went to the track meet. The stadium has 95 seats. How many seats were empty?
Solution: 14  (seats)
Steps: 95-52-29=14",2.OA.A.1,9
328,"Question: The wings now need to be heated. If the oven is at 150 degrees and the required temperature is 546 degrees, how many more degrees does the oven temperature need to increase?
Solution: 396 (degrees)
Steps: 546-150=396",2.NBT.B.7,8
94,"Question: Isabella's hair is 18 inches long. If she gets a haircut and now her hair is 9 inches long, how much of Isabella's hair got cut off?
Solution: 9 (inches)
Steps: 18-9=9",1.OA.A.1,1
2228,"Question: Mike made ninety dollars mowing lawns over the summer. If he spent forty-five dollars buying new mower blades, how many five dollar games could he buy with the money he had left?
Solution: 9 (games)
Steps: (90-45)/5=9",3.OA.8,16
299,"Question: Jasmine also bought some chips for her friends in which she got for a discount of $17.00. If the chips originally cost $35.00, how much did she actually spend on chips?
Solution: 18 (dollars)
Steps: 35-17=18",2.OA.A.1,9
1862,"Question: Cody had a bag of marbles. Later he gave five to his brother. Now Cody has seven marbles. How many marbles did Cody have to start with?
Solution: 12 (marbles)
Steps: 5+7=12",K.OA.A.2,49
366,"Question: Thanksgiving is coming and Dr. Mary wants to celebrate it by sharing her blessing to different charities. She first went to Oldtown where she donated $700.00 in total to three different nursing homes. If she gave $245.00 to the first home and $225.00 to the second, how much did she give to the third home?
Solution: 230 (dollars)
Steps: 700-(245+225)=230",2.NBT.B.7,8
2263,"Question: If Helen sold 12 boxes of Trefoils, how many cases of 12 boxes does Helen pickup from the cookie mom?
Solution: 1 (case)
Steps: 12/12=1",3.OA.A.3,18
1603,"Question: A company was buying new uniforms for its employees. They bought 121 uniforms total for their 32 stores. About how many uniforms should each store get?
Solution: 4 (uniforms)
Steps: 121/32=3 r25",5.NBT.B.6,33
1092,"Question: Recently, the postal service sold stamps with famous people pictured on them. They sold 578,833 color stamps, as well as 523,776 black-and-white ones. About how many stamps did they sell?
Solution: 1102609 (stamps)
Steps: 578833+523776=1102609",4.NBT.B.4,24
49,"Question: Mrs. Hilt ate 5 apples every hour. How many apples had she eaten at the end of 3 hours?
Solution: 15 (apples)
Steps: 5+5+5=15",1.OA.A.2,2
989,"Question: Mario made 18 posters to help advertise the fair. Samantha made 15 more posters than Mario. How many posters did they make altogether?
Solution: 51 (posters)
Steps: 18+(18+15)=51",2.OA.A.1,9
2222,"Question: Dave was working as a sacker at a grocery store where he made six dollars an hour. On Monday he worked six hours and on Tuesday he worked two hours. How much money did Dave make in those two days?
Solution: 48 (dollars)
Steps: (6+2)*6=48",3.OA.D.8,19
1348,"Question: If the second angle is 32 degree less than thrice the first angle and the third angle is 28 degree less than twice the first angle. Find the angles of the triangle.
Solution: 40 (degrees); 88 (degrees); 52 (degrees)
Steps: x:The first angle; y:The second angle; y=3x-32; 180-(x+y)=2x-28",7.G.B.5,45
1348,"Question: If the second angle is 32 degree less than thrice the first angle and the third angle is 28 degree less than twice the first angle. Find the angles of the triangle.
Solution: 40 (degrees); 88 (degrees); 52 (degrees)
Steps: x:The first angle; y:The second angle; y=3x-32; 180-(x+y)=2x-28",8.EE.C.8,47
408,"Question: Both of them were also asked to take note of the total number of chicken in the farm. Ben counted a total of 9 chicken coops and Daniel said that there are 60 chickens in one coop. How many chickens do they have in total?
Solution: 540 (chickens)
Steps: 9*60=540",4.NBT.B.5,25
1264,"Question: For Halloween Frank got fifteen pounds of candy. If he gave eight pounds to Nancy, what's the difference between the pounds of Frank's candy before he gave Nancy and he gave to?
Solution: 7 (pounds)
Steps: 15-8=7",1.OA.A.1,1
980,"Question: An event has 12 adults and 20 children. The event planner wants to make each table identical, with the same combination of adults and children and no people left over. What is the greatest number of tables the planner can set up?
Solution: 4 (tables)
Steps: GCD(12,20)=4",6.NS.B.4,38
2041,"Question: Sam and Carlos are bowling with plastic pins in Sam's living room. Remarkably, Sam knocks down 8 pins on every bowl, and Carlos knocks down 9 pins on every bowl. At the end of the day, Sam and Carlos have knocked down the same total number of pins. What is the least number of total pins that Sam and Carlos could have each knocked down?
Solution: 72 (pins)
Steps: LCM[8,9]=72",6.NS.B.4,38
748,"Question: Joshua has 3 toy boxes for his toy cars. He puts in 21 toy cars in the first toy box, 31 toy cars in the second toy box and 19 toy cars in the third box. How many toy cars does Joshua have together?
Solution: 71 (toy cars)
Steps: 21+31+19=71",2.OA.A.1,9
2253,"Question: A worksheet had 4 problems on it. If a teacher had 9 worksheets to grade and had already graded 5 of them, how many more problems does she have to grade?
Solution: 16 (problems)
Steps: (9-5)*4=16",3.OA.8,16
856,"Question: A fruit seller bought 75 mangoes and 125 apples from vendor. Find the ratio mangoes to apples bought.
Solution: 03:05:00
Steps: 75:125=3:5",6.RP.A.1,39
1641,"Question: Dave bought a new flat screen TV. The screen was 2 feet wide and 4 feet tall. What is the area of the screen?
Solution: 8 (square feet)
Steps: 2*4=8",4.MD.A.3,22
1968,"Question: Henry already had 5 dollars, but earned another 2 dollars doing chores. His friend had 13 dollars. If they put their money together, how much would they have?
Solution: 20 (dollars)
Steps: 5+2+13=20",1.OA.A.2,2
653,"Question: Shelby had 92 pieces of candy. She gave 4 pieces each to 9 friends. How many pieces of candy does Shelby have left?
Solution: 56 (pieces of candy)
Steps: 92-(4*9)=56",3.OA.D.8,19
1021,"Question: The Smart Mart sells educational toys. They sold 45 science kits last week. The sold 9 fewer puzzles than science kits. How many puzzles did the Smart Mart sell?
Solution: 36 (puzzles)
Steps: 45-9=36",2.OA.A.1,9
864,"Question: In a play school, there are 16 red balls and the rest are white balls. The ratio of red balls to white balls is 4:5. Find the number of white balls.
Solution: 20 (white balls)
Steps: 4:5=16:20",6.RP.A.3,40
603,"Question: Robin has 27 packages of gum. There are 18 pieces in each package. How many pieces of gum does Robin have?
Solution: 486 (pieces of gum)
Steps: 27*18=486",4.NBT.B.5,25
462,"Question: A pile of clean white paper was stacked in the corner of her room. She decided to place these papers in paper envelopes which can contain 10 white papers. How many paper envelopes does she need if she has 120 clean white papers?
Solution: 12 (paper envelopes)
Steps: 120/10=12",5.NBT.B.6,33
841,"Question: There are three clocks in a shop. The first clock chimes every 5 minutes, the second clock chimes every 10 minutes and the last clock chimes every 15 minutes. If the last time the three clocks chime together was at 19:43, at what time will the three clocks chime together again?
Solution: 20:13:00
Steps: (19*60 (min/hour) + 43) + LCM[5,10,15] + 0 = 1213 (min); 1213/60 (min/hour)=20 r13; hh:mm=20:13",4.MD.A.2,21
841,"Question: There are three clocks in a shop. The first clock chimes every 5 minutes, the second clock chimes every 10 minutes and the last clock chimes every 15 minutes. If the last time the three clocks chime together was at 19:43, at what time will the three clocks chime together again?
Solution: 20:13:00
Steps: (19*60 (min/hour) + 43) + LCM[5,10,15] + 0 = 1213 (min); 1213/60 (min/hour)=20 r13; hh:mm=20:13",5.NBT.B.6,33
1692,"Question: Tom had 54 songs on his MP3 player. If he deleted 9 songs, what is the ratio of songs he kept to songs he deleted?
Solution: 05:01:00
Steps: 54-9=45; 45:9=5:1",2.OA.A.1,9
1692,"Question: Tom had 54 songs on his MP3 player. If he deleted 9 songs, what is the ratio of songs he kept to songs he deleted?
Solution: 05:01:00
Steps: 54-9=45; 45:9=5:1",6.RP.A.1,39
82,"Question: Jovana filled her bucket with 5 pounds of shells. If a friend comes to add 15 pounds of shells, and another friend comes to add 17 pounds of shells, how many pounds does she have altogether?
Solution: 37 (pounds)
Steps: 5+15+17=37",2.OA.A.1,9
651,"Question: Kiera has 14 blue envelopes. She has 6 fewer yellow envelopes than blue envelopes. She has 3 times as many green envelopes as yellow envelopes. How many envelopes does Kiera have in all?
Solution: 46 (envelopes)
Steps: 14+(14-6)+((14-6)*3)=46",4.OA.A.3,29
1730,"Question: Will was drawing super heroes on a sheet of scrap paper. He drew two heroes on the front and seven heroes on the back. How many heroes did he draw total?
Solution: 9 (heroes)
Steps: 2+7=9",K.OA.A.2,49
2112,"Question: Edward spent $2 on a board game and then he bought 4 action figures for $7 each. How much money did he spend on the game and figures?
Solution: 30 (dollars)
Steps: 4*7+2=30",3.OA.8,16
818,"Question: A library buys 4,305 new books. If it wants to shelve them equally onto 83 shelves, how many more new books should be purchased?
Solution: 11 (new books)
Steps: 4305/83=51 r72; 83-72=11",5.NBT.B.6,33
818,"Question: A library buys 4,305 new books. If it wants to shelve them equally onto 83 shelves, how many more new books should be purchased?
Solution: 11 (new books)
Steps: 4305/83=51 r72; 83-72=11",2.OA.A.1,9
72,"Question: Bobby ate twenty-six pieces of candy. Then, he ate seventeen more. How many pieces of candy did Bobby eat?
Solution: 43 (pieces)
Steps: 26+17=43",2.OA.A.1,9
472,"Question: Shiela has 6 neighbors who like to collect animal drawings. Shiela has a talent for drawing and so she drew 54 animals on small pieces of paper. If she plans to give the same number of animal drawings to her neighbors, how many will each of them receive?
Solution: 9 (animals)
Steps: 54/6=9",3.OA.A.3,18
788,"Question: Divide 39 balloons into 7 equal groups. How many balloons are there in each group?
Solution: 5 (balloons)
Steps: 39/7=5 r4",4.NBT.B.6,26
1388,"Question: Melanie had 276 dollars to spend on 9 books. After buying them she had 15 dollars. How much did each book cost ?
Solution: 29 (dollars)
Steps: x:Each book cost; 276-9x=15",6.EE.B.6,35
787,"Question: There are 22 dogs in the farm. They live in 5 dog-houses equally. How many dogs are left?
Solution: 2 (dogs)
Steps: 22/5=4 r2",4.NBT.B.6,26
1111,"Question: Time in the Philippines is one hour ahead of the time in Japan. Luz who is in Manila called up her friend who is in Japan at 12:55 am on 25 December 2014. What day and time was it in Japan?
Solution: 11:55 p.m. on 24 December 2014.
Steps: 24*60 (min/hour) + 55 (min) = 1495 (min)(25 December 2014); (1495-1*60 (min/hour))/60 (min/hour) = 23 r55; hh:mm=23:55=11:55 p.m.(24 December 2014)",4.MD.A.2,21
1111,"Question: Time in the Philippines is one hour ahead of the time in Japan. Luz who is in Manila called up her friend who is in Japan at 12:55 am on 25 December 2014. What day and time was it in Japan?
Solution: 11:55 p.m. on 24 December 2014.
Steps: 24*60 (min/hour) + 55 (min) = 1495 (min)(25 December 2014); (1495-1*60 (min/hour))/60 (min/hour) = 23 r55; hh:mm=23:55=11:55 p.m.(24 December 2014)",5.NBT.B.6,33
2268,"Question: Matthew had 27 crackers. If Matthew gave equal numbers of crackers to his 9 friends, how many crackers did each person eat?
Solution: 3 (crackers)
Steps: 27/9=3",3.OA.A.3,18
1638,"Question: A piece of plywood had a total area of 24 square feet, with a width of 6 feet. What is the length of the wood?
Solution: 4 (feet)
Steps: 24/6=4",4.MD.A.3,22
